Customer ID,Age,City,Zip Code,Latitude,Longitude,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
9137-UIYPG,33,Butte City,95920,39.449794,-121.936372,1,None,26.09,56,Yes,No,34.47,150,913.15,4785.13
9138-EFSMO,54,Orosi,93647,36.600185,-119.175655,3,None,24.17,75,Yes,Yes,0,0,628.42,2662.67
9139-TWBAS,34,Los Angeles,90014,34.043144,-118.251977,10,None,,28,No,No,0,80,0,1270.5
9139-WQQDY,35,San Diego,92117,32.825086,-117.199424,1,None,26.37,19,Yes,Yes,0,0,1292.13,6233.93
9140-CZQZZ,38,Lee Vining,93541,37.890145,-119.184087,7,Offer A,47.95,14,Yes,Yes,0,0,3260.6,8776.4
9142-KZXOP,41,Sylmar,91342,34.321621,-118.399841,0,Offer B,1.7,28,No,Yes,0,0,74.8,3033.75
9142-XMYJH,46,Fresno,93721,36.732694,-119.783786,0,None,2.76,,,,0,0,80.04,681.64
9143-CANJF,29,Topaz,96133,38.636052,-119.489162,7,None,27.37,85,No,Yes,0,0,656.88,1976.73
9146-JRIOX,47,Shaver Lake,93664,37.223,-119.001021,1,None,31.7,,,,0,0,443.8,816.25
9150-HEPMB,57,Corona,92882,33.819385,-117.600213,0,None,21.61,27,No,Yes,0,0,1210.16,4229.86
9150-KPBJQ,43,Los Angeles,90062,34.003553,-118.308933,0,None,29.09,,,,0,0,174.54,291.39
9152-AMKAK,50,Coalinga,93210,36.186867,-120.387793,0,Offer E,22.95,10,Yes,Yes,0,0,137.7,631.1
9153-BTBVV,61,San Francisco,94121,37.776718,-122.495781,1,Offer A,48.01,,,,0,0,3408.71,5161.71
9154-QDGTH,20,Kettleman City,93239,35.996923,-120.000951,0,None,22.83,47,Yes,Yes,0,0,981.69,5433.54
9158-VCTQB,41,Los Angeles,90023,34.017697,-118.200577,1,None,5.01,10,Yes,Yes,0,0,205.41,4800.36
9163-GHAYE,34,Stockton,95204,37.974498,-121.319568,0,None,31.68,23,No,Yes,0,0,475.2,1212
9167-APMXZ,23,Long Beach,90810,33.819814,-118.222416,0,None,19.2,41,No,No,0,60,422.4,2304.35
9168-INPSZ,75,Port Hueneme,93041,34.110124,-119.100972,10,None,20.83,9,No,Yes,0,0,916.52,5412.17
9169-BSVIN,21,Winchester,92596,33.657433,-117.04254,0,None,18.52,53,Yes,Yes,0,0,222.24,1049.29
9170-ARBTB,41,Felton,95018,37.089111,-122.062213,0,None,8.25,,,,46.07,0,429,1395.33
9170-CCKOU,62,Fremont,94539,37.516791,-121.899117,1,Offer D,12.06,9,No,Yes,0,0,205.02,1659.17
9170-GYZJC,42,Vallecito,95251,38.055562,-120.456298,1,None,45.26,56,Yes,Yes,0,0,1855.66,5181.86
9172-ANCRX,35,Carson,90745,33.822295,-118.26411,0,Offer D,37.36,28,Yes,Yes,0,0,373.6,1346.85
9172-JITSM,47,Palm Desert,92211,33.762759,-116.324817,1,None,15.37,11,Yes,Yes,0,0,399.62,2761.42
9173-IVZVP,48,Sherman Oaks,91403,34.147149,-118.463365,1,None,43.71,,,,0,0,2316.63,3462.68
9174-FKWZE,70,Sacramento,95819,38.567594,-121.437507,0,None,22.92,,,,0,0,22.92,42.37
9174-IHETN,45,Goodyears Bar,95944,39.564113,-120.868836,0,Offer B,36.11,20,No,Yes,0,0,1805.5,5339.1
9178-JHUVJ,19,Newbury Park,91320,34.172071,-118.946262,1,Offer C,1.14,,,,0,0,27.36,614.76
9184-GALIL,26,Mccloud,96057,41.251322,-122.105209,6,None,2.86,,,,0,0,108.68,889.93
9185-TQCVP,27,Albany,94706,37.890274,-122.295192,1,None,21.3,42,Yes,Yes,38.48,0,298.2,1398.92
9189-JWSHV,69,Helm,93627,36.520537,-120.118055,1,None,13.38,12,Yes,Yes,0,0,321.12,2585.17
9190-MFJLN,65,Vallecito,95251,38.055562,-120.456298,0,Offer D,32.77,4,Yes,Yes,0,0,622.63,2400.53
9191-MYQKX,34,Lynwood,90262,33.923573,-118.200669,1,None,8.69,53,No,Yes,0,0,60.83,557.73
9194-GFVOI,25,Tahoma,96142,39.061227,-120.179546,4,None,9.84,52,Yes,Yes,0,0,413.28,3984.88
9199-PWQVC,38,San Francisco,94124,37.731505,-122.384532,1,Offer B,49.08,24,Yes,No,0,30,3092.04,7908.19
9200-NLNPD,20,Orland,95963,39.748037,-122.302169,10,None,,30,Yes,No,0,40,0,2999.8
9206-GVPEQ,28,Fresno,93706,36.654614,-119.903674,1,None,,71,Yes,Yes,0,0,0,706.85
9207-ZPANB,42,Paradise,95969,39.69676,-121.644379,0,Offer C,13.04,14,No,Yes,0,0,482.48,2925.78
9208-OLGAQ,70,Berkeley,94709,37.878554,-122.26609,0,None,25.7,23,No,No,4.76,70,462.6,1971.49
9209-NWPGU,42,Niland,92257,33.345825,-115.596574,0,Offer B,34.98,2,No,Yes,0,0,1539.12,4313.67
9210-IAHGH,57,Wendel,96136,40.345949,-120.081187,0,Offer E,23.35,6,Yes,Yes,0,0,163.45,614.25
9214-EKVXR,51,San Francisco,94110,37.750021,-122.415201,0,None,26.15,26,No,Yes,0,0,26.15,70.15
9220-CXRSC,56,Heber,92249,32.730583,-115.501083,10,None,39.07,19,No,Yes,0,0,2695.83,6755.68
9220-ZNKJI,67,Cobb,95426,38.838088,-122.73203,5,None,33.21,4,No,Yes,0,0,1826.55,6631.85
9221-OTIVJ,80,Dunlap,93621,36.789213,-119.140338,0,None,29.96,7,No,Yes,0,0,419.44,1950.84
9223-UCPVT,49,Orland,95963,39.748037,-122.302169,0,None,18.34,6,Yes,Yes,0,0,18.34,112.74
9224-VTYID,30,Walnut Grove,95690,38.240419,-121.587535,10,Offer B,11.74,48,Yes,Yes,0,0,551.78,4870.13
9225-BZLNZ,64,Los Angeles,90033,34.050198,-118.210946,9,None,16.58,30,Yes,Yes,0,0,1193.76,7276.86
9227-LUNBG,39,Pescadero,94060,37.22565,-122.297533,0,None,,12,No,Yes,0,0,0,24.6
9227-UAQFT,40,North Hollywood,91606,34.187599,-118.387125,0,Offer D,40.17,,,,0,0,642.72,927.07
9227-YBAXE,23,Palm Desert,92260,33.694501,-116.412711,0,Offer B,4.75,69,Yes,No,0,40,308.75,5563.85
9229-RQABD,45,Salton City,92275,33.28156,-115.955541,0,Offer D,12.97,,,,0,0,233.46,657.96
9231-ZJYAM,65,Squaw Valley,93675,36.719141,-119.202677,0,None,36.93,18,No,Yes,0,0,147.72,440.52
9233-PSYHO,68,Ontario,91762,34.057256,-117.667677,0,Offer B,6.9,20,No,Yes,0,0,310.5,4770.3
9236-NDUCW,34,Bella Vista,96008,40.722733,-122.109666,0,Offer D,,4,No,Yes,0,0,0,770.4
9237-HQITU,19,Los Angeles,90005,34.059281,-118.30742,0,None,9.12,51,No,Yes,0,0,18.24,169.89
9239-GZHZE,25,Carpinteria,93013,34.441398,-119.513163,6,Offer A,24.85,47,Yes,Yes,0,0,1789.2,9913.4
9239-ZBZZV,23,Los Angeles,90011,34.00709,-118.258681,0,Offer E,,71,Yes,Yes,0,0,0,305.1
9242-TKFSV,53,Browns Valley,95918,39.292334,-121.320597,7,Offer A,,15,Yes,Yes,0,0,0,4754.3
9244-ZVAPM,36,Garden Grove,92845,33.782955,-118.026456,0,None,37.44,9,No,Yes,0,0,37.44,83.04
9248-OJYKK,74,San Diego,92121,32.898613,-117.202937,0,None,3.84,13,No,No,0,10,3.84,90.29
9249-FXSCK,20,Acampo,95220,38.200231,-121.235034,0,Offer B,33.69,52,Yes,Yes,1.27,0,1751.88,7667.06
9250-WYPLL,20,Fallbrook,92028,33.362575,-117.299644,0,None,35.22,58,Yes,Yes,0,0,176.1,589.75
9251-AWQGT,19,Palmdale,93591,34.598221,-117.79593,2,None,9.77,,,,0,0,468.96,1404.86
9251-WNSOD,23,Bakersfield,93311,35.16207,-119.194488,10,Offer A,4.71,58,Yes,Yes,0,0,315.57,5380.02
9253-QXKBE,73,Morgan Hill,95037,37.161544,-121.649371,1,None,6.25,21,No,Yes,0,0,181.25,2834.9
9253-VIFJQ,50,Chualar,93925,36.596271,-121.442274,6,Offer B,39.49,18,No,Yes,0,0,2566.85,6876.4
9254-RBFON,38,Klamath River,96050,41.816595,-122.948287,1,Offer D,5.4,8,Yes,Yes,0,0,91.8,1796.75
9256-JTBNZ,40,Potter Valley,95469,39.408634,-123.045516,0,None,48.92,,,,0,0,538.12,784.42
9257-AZMTZ,22,Glendale,91205,34.13658,-118.245839,10,None,2.44,,,,17.05,0,126.88,1188.58
9258-CNWAC,23,Long Beach,90813,33.781086,-118.199049,2,Offer A,4.32,41,Yes,Yes,0,0,306.72,8473.52
9259-PACGQ,19,Los Angeles,90026,34.078991,-118.263804,1,None,41.32,71,No,Yes,0,0,1404.88,3679.78
9261-WDCAF,64,Bonita,91902,32.67117,-117.00232,0,None,33.53,30,Yes,Yes,0,0,100.59,289.69
9269-CQOOL,58,Trinidad,95570,41.162295,-124.027381,0,Offer E,2.88,17,No,Yes,0,0,8.64,178.09
9272-LSVYH,23,Courtland,95615,38.311609,-121.554034,0,None,4.29,85,No,Yes,0,0,42.9,778.4
9274-CNFMO,76,Pacoima,91331,34.255442,-118.421314,1,None,28.11,27,No,Yes,0,0,112.44,421.14
9274-UARKJ,60,Modesto,95351,37.621458,-121.012295,0,None,10.43,29,No,Yes,0,0,156.45,1286.45
9277-JOOMO,27,Garberville,95542,40.057784,-123.679461,0,None,26.33,,,,0,0,78.99,165.34
9278-VZKCD,67,Norco,92860,33.925833,-117.559639,1,None,4.11,17,No,Yes,0,0,213.72,5861.67
9279-CJEOJ,77,Anaheim,92801,33.844983,-117.952151,0,None,37.4,16,No,Yes,0,0,785.4,2810.5
9281-CEDRU,23,Salton City,92275,33.28156,-115.955541,2,None,8.62,53,No,Yes,19.12,0,586.16,4893.29
9281-OFDMF,76,Meadow Valley,95956,39.937017,-121.058043,0,None,20.06,3,Yes,Yes,0,0,782.34,4195.59
9281-PKKZE,47,Azusa,91702,34.174493,-117.87068,1,None,,8,Yes,Yes,0,0,0,2007.85
9282-IZGQK,51,Irvine,92612,33.643095,-117.810896,0,Offer E,30.52,30,Yes,Yes,0,0,30.52,115.52
9283-LZQOH,36,Antelope,95843,38.715498,-121.363411,1,None,2.92,21,No,Yes,0,0,37.96,934.71
9286-BHDQG,46,Thousand Oaks,91362,34.191842,-118.822796,11,Offer A,,17,No,Yes,0,0,0,3139.8
9286-DOJGF,66,Lotus,95651,38.815515,-120.916997,5,None,15.78,30,No,Yes,0,0,599.64,3469.49
9289-LBQVU,24,Hemet,92545,33.734933,-117.044145,5,None,32.93,26,Yes,Yes,0,0,2107.52,6588.22
9290-SHCMB,74,Brownsville,95919,39.440687,-121.263583,0,None,26.68,24,Yes,Yes,0,0,346.84,1582.39
9294-TDIPC,59,San Diego,92110,32.76501,-117.19938,0,Offer E,12.22,,,,0,0,61.1,144.85
9297-EONCV,47,Fremont,94536,37.572273,-121.964583,0,Offer A,44.21,22,Yes,Yes,0,0,3183.12,9880.32
9297-FVVDH,33,Hemet,92545,33.734933,-117.044145,2,Offer B,10.05,16,Yes,Yes,0,0,572.85,5418.25
9298-WGMRW,26,Echo Lake,95721,38.851842,-120.076204,4,Offer A,24.32,76,Yes,Yes,0,0,1751.04,10063.79
9300-AGZNL,76,Elk Creek,95939,39.53222,-122.594879,0,None,21.85,29,No,Yes,0,0,21.85,115.85
9300-RENDD,56,Cedar Glen,92321,34.255203,-117.175654,0,Offer E,3.13,5,No,Yes,0,0,3.13,83.08
9305-CDSKC,31,Los Angeles,90006,34.048013,-118.293953,0,None,12.15,26,Yes,Yes,0,0,97.2,917.7
9306-CPCBC,44,Moreno Valley,92555,33.907361,-117.109972,0,None,35.54,27,No,Yes,0,0,106.62,316.92
9308-ANMVE,52,Los Olivos,93441,34.70434,-120.02609,0,Offer B,25.25,17,No,Yes,0,0,1186.75,3840.8
9309-BZGNT,69,Pine Valley,91962,32.800671,-116.483363,7,None,,13,No,Yes,0,0,0,2134.3
9313-CDOGY,40,Imperial Beach,91932,32.579134,-117.119009,3,None,24.16,,,,0,0,918.08,1635.38
9313-QOLTZ,31,Chester,96020,40.243494,-121.154733,0,Offer C,31.73,,,,0,0,824.98,1343.28
9314-IJWSQ,46,Meridian,95957,39.068071,-121.832638,1,Offer D,26.58,53,No,Yes,0,0,372.12,1576.02
9314-QDMDW,29,Los Alamos,93440,34.758699,-120.275839,0,Offer D,27.84,59,No,Yes,0,0,306.24,1036.19
9317-WZPGV,74,Paskenta,96074,39.884395,-122.587513,0,Offer E,39.63,23,No,No,0,10,79.26,248.66
9318-NKNFC,53,Twain,95984,40.022184,-121.062384,0,None,40.49,,,,0,0,40.49,59.34
9323-HGFWY,55,Porter Ranch,91326,34.281911,-118.556218,0,Offer C,20.02,27,Yes,Yes,0,0,540.54,3221.69
9327-QSDED,44,Quincy,95971,39.971228,-121.041166,0,None,7.02,23,No,No,0,10,56.16,401.56
9330-DHBFL,29,San Jose,95130,37.277592,-121.986477,4,None,11.4,58,No,Yes,23.92,0,262.2,1772.08
9330-IJWIO,54,Kirkwood,95646,38.631489,-120.015167,0,Offer D,6.78,26,Yes,Yes,34.09,0,88.14,1412.9
9330-VOFSZ,34,Princeton,95970,39.424957,-122.039307,1,Offer B,30.23,14,Yes,Yes,9.79,0,1813.8,8444.71
9332-GYWLO,23,Fall River Mills,96028,41.017282,-121.468945,3,None,30.17,48,No,Yes,39.15,0,181.02,496.97
9334-GWGOW,68,Mc Kittrick,93251,35.38381,-119.730885,2,None,6.81,13,No,Yes,0,0,47.67,532.92
9337-SRRNI,64,Rio Oso,95674,38.954144,-121.482536,0,Offer A,23.81,,,,0,0,1571.46,3245.26
9339-FIIJL,57,Avenal,93204,35.916943,-120.129921,2,Offer A,10.97,30,Yes,Yes,0,0,789.84,6941.74
9342-VNIMQ,62,La Honda,94020,37.285677,-122.224165,0,Offer C,5.91,5,No,Yes,0,0,195.03,1860.23
9347-AERRL,60,Desert Hot Springs,92240,33.948558,-116.516976,3,None,36.14,,,,0,0,831.22,1317.42
9348-ROUAI,50,Honeydew,95545,40.342928,-124.063329,5,Offer B,47.05,24,Yes,Yes,0,0,2775.95,7970
9348-YVOMK,28,Anaheim,92802,33.807864,-117.923782,0,Offer E,43.77,41,Yes,Yes,0,0,175.08,351.28
9350-VLHMB,38,Volcano,95689,38.481902,-120.603668,4,Offer A,6.15,53,Yes,Yes,0,0,412.05,6785.15
9350-ZXYJC,24,La Crescenta,91214,34.239636,-118.245259,0,Offer E,9.75,,,,0,0,39,155.95
9351-HXDMR,37,Lytle Creek,92358,34.238162,-117.534306,6,Offer A,46.16,14,Yes,Yes,0,0,3323.52,11564.37
9351-LZYGF,56,Bodega,94922,38.343282,-122.9755,4,None,36.35,30,No,Yes,0,0,1526.7,4254.5
9355-NPPFS,70,Fremont,94538,37.505768,-121.962472,0,None,19.21,15,Yes,Yes,0,0,499.46,2505.56
9356-AXGMP,59,Somerset,95684,38.606703,-120.586659,9,Offer C,42.08,15,Yes,Yes,0,0,1599.04,6027.64
9357-UJRUN,50,Carlotta,95528,40.497283,-123.93037,5,None,34.01,4,No,Yes,0,0,816.24,2163.14
9359-JANWS,22,North Hills,91343,34.238802,-118.482296,5,None,34.31,71,No,Yes,0,0,2230.15,6087.25
9359-UGBTK,63,Lockeford,95237,38.166791,-121.14207,0,None,5.39,9,Yes,Yes,0,0,361.13,5352.63
9360-AHGNL,74,Concord,94519,37.990118,-122.012188,7,Offer B,8.75,13,No,Yes,0,0,376.25,5206.5
9360-OMDZZ,60,Herald,95638,38.313447,-121.123886,0,Offer C,30.42,14,Yes,No,0,110,730.08,3162.93
9361-YNQWJ,36,Oakland,94609,37.834341,-122.26437,0,Offer B,15.93,,,,0,0,1019.52,2620.72
9362-MWODR,63,San Mateo,94404,37.556094,-122.272437,0,None,20.13,10,No,Yes,0,0,805.2,3265.55
9364-YKUVW,53,Valley Center,92082,33.25283,-116.986079,0,None,16.13,,,,0,0,241.95,551.35
9365-CSLBQ,36,Richgrove,93261,35.809921,-119.127437,0,None,4.89,,,,0,0,347.19,2001.79
9365-SRSZE,71,Los Angeles,90036,34.070291,-118.349191,0,Offer C,30.49,16,No,Yes,29.99,0,823.23,2737.14
9367-OIUXP,28,Laton,93242,36.444232,-119.718285,0,None,45.37,,,,0,0,181.48,254.53
9367-TCUYN,25,Los Angeles,90066,34.002028,-118.430656,0,Offer D,8.82,,,,0,0,105.84,329.44
9367-WXLCH,51,Glendale,91204,34.136306,-118.26036,0,Offer E,25.73,19,Yes,Yes,33.21,0,205.84,835.28
9369-XFEHK,76,Pleasanton,94566,37.633361,-121.862395,1,None,33.19,15,No,Yes,0,0,1095.27,3751.77
9371-BITHB,27,Gustine,95322,37.147198,-121.120161,1,Offer B,3.41,,,,0,0,177.32,1247.82
9372-TXXPS,49,Burson,95225,38.183918,-120.898817,7,Offer B,41.4,21,No,Yes,0,0,2484,5967.45
9373-WSLOY,80,Carlsbad,92008,33.148116,-117.306043,1,None,,4,No,Yes,0,0,0,1750.85
9374-YOLBJ,29,Upper Lake,95485,39.220368,-122.907693,9,Offer E,25.1,,,,0,0,25.1,44.35
9375-MHRRS,37,San Jose,95125,37.294926,-121.894763,0,Offer E,23.01,13,No,No,0,40,138.06,466.41
9378-FXTIZ,50,San Diego,92119,32.802959,-117.027095,1,None,42.1,12,Yes,Yes,0,0,2273.4,5989.05
9381-NDKME,74,El Monte,91731,34.079934,-118.046695,1,Offer C,,29,No,Yes,0,0,0,933.3
9385-EHGDO,37,Lakeside,92040,32.909873,-116.906774,5,None,9.04,,,,2.29,0,316.4,1053.46
9385-NXKDA,53,Hesperia,92345,34.361387,-117.337509,7,Offer A,17.28,11,Yes,Yes,0,0,1244.16,7163.51
9386-LDCZR,19,San Ardo,93450,35.996008,-120.85305,0,Offer B,36.78,59,No,Yes,0,0,1581.54,5463.84
9388-ZEYVT,63,Gardena,90247,33.890853,-118.297967,0,Offer B,,11,Yes,Yes,0,0,0,1931.3
9389-ACWBI,47,Richvale,95974,39.495768,-121.747472,1,None,1.38,16,No,Yes,0,0,6.9,327.3
9391-DXGGG,70,Sacramento,95832,38.445939,-121.496855,0,Offer B,35.39,19,Yes,Yes,0,0,1557.16,5547.91
9391-EOYLI,77,Lewiston,96052,40.704293,-122.803899,1,Offer D,6.97,19,No,Yes,0,0,83.64,1033.84
9391-LMANN,38,Pico Rivera,90660,33.989524,-118.089299,0,Offer B,33.74,56,Yes,Yes,0,0,1788.22,6825.12
9391-TTOYH,33,Oakland,94611,37.828416,-122.216005,0,Offer D,13.98,,,,0,0,321.54,791.74
9391-YZEJW,42,Mountain View,94043,37.419725,-122.062947,0,Offer B,32.29,26,Yes,Yes,0,0,2001.98,7759.18
9392-XBGTD,42,Aptos,95003,37.013471,-121.877877,0,None,8.55,,,,0,0,230.85,812.7
9396-ZSFLL,64,Carpinteria,93013,34.441398,-119.513163,0,None,13.58,19,No,Yes,32.09,0,203.7,803.01
9397-TZSHA,24,Watsonville,95076,36.931654,-121.752383,0,Offer A,36.5,,,,28.42,0,2518.5,4168.13
9398-MMQTO,41,Borrego Springs,92004,33.200369,-116.192313,0,None,34.8,5,No,No,0,70,104.4,395.5
9399-APLBT,52,Rialto,92377,34.156758,-117.404686,0,None,21.91,8,No,Yes,0,0,21.91,96.61
9402-CXWPL,25,Birds Landing,94512,38.140719,-121.838298,0,Offer A,8.39,59,Yes,Yes,0,0,587.3,7425.9
9402-ORRAH,80,La Canada Flintridge,91011,34.234912,-118.153729,0,None,39.57,16,No,Yes,48.66,0,593.55,1945.19
9402-ROUMJ,52,La Habra,90631,33.940619,-117.9513,10,Offer A,3.04,30,Yes,Yes,0,0,203.68,6892.68
9405-GPBBG,42,Carmel By The Sea,93921,36.554618,-121.922239,0,None,5.68,24,Yes,No,0,60,363.52,7492.77
9408-HRXRK,63,Annapolis,95412,38.731055,-123.316553,9,None,47.48,20,Yes,Yes,0,0,2136.6,6867.5
9408-SSNVZ,39,Stevenson Ranch,91381,34.364153,-118.615583,0,None,29.4,17,No,Yes,21.69,0,117.6,364.26
9411-TPQQV,31,Santa Barbara,93109,34.406256,-119.726936,0,Offer B,,28,Yes,No,11.48,40,0,2264.72
9412-ARGBX,47,Downey,90241,33.940884,-118.128628,0,None,29.54,29,No,Yes,0,0,1417.92,6045.77
9412-GHEEC,55,Murrieta,92563,33.581045,-117.14719,0,None,35.58,8,Yes,Yes,0,0,1423.2,5555.15
9415-DPEWS,47,Carmichael,95608,38.626128,-121.328011,0,None,12.67,23,No,Yes,0,0,228.06,1867.36
9415-TPKRV,62,Dos Rios,95429,39.756049,-123.358701,1,Offer E,12.41,53,No,Yes,0,0,99.28,546.08
9415-ZNBSX,30,Cool,95614,38.880622,-120.973865,3,None,33.24,51,Yes,Yes,0,0,2326.8,8620
9418-RUKPH,26,Newark,94560,37.504133,-122.032347,7,Offer C,49.9,,,,0,0,1896.2,2652.6
9419-IPPBE,21,Solana Beach,92075,33.001813,-117.263628,4,Offer B,19.9,59,Yes,Yes,0,0,1014.9,5569.75
9420-LOJKX,34,Los Angeles,90061,33.92128,-118.274186,0,None,3.96,20,Yes,Yes,0,0,59.4,1485.8
9424-CMPOG,53,Bakersfield,93307,35.280113,-118.962329,9,Offer E,2.68,,,,0,0,24.12,221.52
9426-SXNHE,23,Orleans,95556,41.269521,-123.546958,0,None,4.92,,,,0,0,9.84,62.99
9430-FRQOC,33,San Diego,92117,32.825086,-117.199424,0,None,32.46,3,No,Yes,0,0,129.84,471.29
9430-NKQLY,49,Arcadia,91006,34.137319,-118.029837,7,Offer A,27.93,,,,46.81,0,2010.96,3754.95
9432-RUVSL,43,Kirkwood,95646,38.631489,-120.015167,0,Offer B,19.04,21,Yes,Yes,0,0,913.92,5818.17
9432-VOFYX,26,Delano,93215,35.772244,-119.209689,0,Offer D,35.88,52,No,Yes,0,0,609.96,1816.96
9435-JMLSX,39,Monte Rio,95462,38.471049,-123.015549,7,Offer A,5.51,6,Yes,Yes,0,0,391.21,6437.11
9436-ZBZCT,40,Inglewood,90303,33.936291,-118.332639,0,Offer D,28.65,27,No,Yes,0,0,401.1,1579.5
9441-QHEVC,61,San Diego,92139,32.677716,-117.047666,0,None,44.22,,,,0,0,44.22,63.32
9442-JTWDL,52,Heber,92249,32.730583,-115.501083,0,None,26.85,,,,0,0,295.35,533.05
9443-JUBUO,24,Hoopa,95546,41.163637,-123.704841,9,Offer A,,51,Yes,No,0,80,0,4558.85
9444-JTXHZ,53,Tulare,93274,36.185471,-119.375243,1,None,35.15,14,No,No,0,50,35.15,161.35
9445-SZLCH,39,Santa Clara,95050,37.351214,-121.952417,3,None,24.51,27,No,Yes,4.96,0,882.36,4335.3
9445-ZUEQE,33,Buena Park,90621,33.874224,-117.993368,1,Offer C,48.17,15,No,No,0,30,1300.59,3482.19
9447-YPTBX,30,Alhambra,91801,34.090925,-118.128164,1,None,28.1,,,,0,0,1405,2348.1
9448-REEVD,21,Concord,94520,38.013825,-122.039144,1,None,32.08,73,Yes,Yes,0,0,32.08,76.78
9450-TRJUU,52,Bakersfield,93306,35.449881,-118.841442,0,None,41.21,6,No,Yes,18.84,0,1442.35,4271.96
9451-LPGOO,22,Fallbrook,92028,33.362575,-117.299644,0,Offer E,30.61,59,Yes,Yes,0,0,214.27,834.62
9451-WLYRI,50,Ranchita,92066,33.215251,-116.53633,5,Offer B,46.24,,,,0,0,2450.72,3441.17
9453-PATOS,24,Gualala,95445,38.848082,-123.50608,7,Offer A,20.54,41,Yes,Yes,0,0,1478.88,7634.28
9462-MJUAW,60,Berkeley,94708,37.897743,-122.263124,0,None,30.44,10,No,Yes,0,0,121.76,328.36
9465-RWMXL,62,San Diego,92126,32.886925,-117.152162,1,Offer C,22.57,11,No,Yes,0,0,722.24,3170.19
9467-ROOLM,50,Gridley,95948,39.346898,-121.759537,0,Offer C,30.28,,,,0,0,757,1218.3
9469-WEJBT,56,Carnelian Bay,96140,39.227434,-120.091806,4,None,6.99,22,Yes,No,0,150,258.63,3827.93
9470-RTWDV,51,Tustin,92782,33.738543,-117.785046,2,Offer C,36.71,57,Yes,Yes,42.43,0,954.46,2995.13
9470-XCCEM,41,Torrance,90504,33.867257,-118.330794,4,None,48.08,53,No,No,0,40,1682.8,4884.4
9470-YFUYI,69,Redway,95560,40.142256,-123.852927,10,None,11.35,24,No,Yes,0,0,805.85,5817.95
9473-CBZOP,35,Avila Beach,93424,35.186644,-120.728305,0,None,33.05,7,No,Yes,0,0,925.4,2579.85
9474-PHLYD,25,Sherman Oaks,91423,34.146957,-118.432138,0,Offer D,36.34,48,Yes,Yes,0,0,545.1,1437.75
9475-NNDGC,50,Etna,96027,41.405193,-123.008567,8,None,27.16,3,Yes,Yes,0,0,1928.36,9881.61
9477-LGWQI,28,Darwin,93522,36.319181,-117.593053,10,Offer A,24.08,46,Yes,Yes,0,0,1685.6,7285.75
9479-HYNYL,48,La Jolla,92037,32.853743,-117.25034,8,None,43.61,27,Yes,Yes,0,0,3096.31,8801.36
9480-BQJEI,35,Sacramento,95837,38.691607,-121.602284,0,None,24.35,16,Yes,Yes,0,0,1509.7,7241.15
9481-IEBZY,69,Nuevo,92567,33.82769,-117.102244,6,Offer A,30.3,14,Yes,No,0,20,2181.6,10263.1
9481-SFCQY,44,Bass Lake,93604,37.458367,-119.345011,0,Offer D,44.14,24,No,Yes,0,0,617.96,1442.81
9481-WHGWY,35,Pleasanton,94588,37.685052,-121.912061,9,Offer A,39.53,53,Yes,Yes,0,0,2767.1,8204.85
9483-GCPWE,60,Earp,92242,34.137742,-114.36514,0,None,27.34,,,,0,0,246.06,436.31
9488-FVZCC,35,Rialto,92376,34.109775,-117.378904,5,Offer A,32.59,14,Yes,Yes,0,0,2346.48,8008.18
9488-FYQAU,64,Artesia,90701,33.867593,-118.080637,8,None,10.67,23,Yes,Yes,0,0,672.21,7513.61
9488-HGMJH,78,Indian Wells,92210,33.537646,-116.291089,0,Offer E,24.75,22,No,No,0,20,24.75,115.9
9489-DEDVP,52,Los Angeles,90044,33.952714,-118.292061,8,None,29.38,23,No,No,0,80,2056.6,7008.95
9489-JMTTN,41,Hickman,95323,37.605926,-120.69955,1,Offer A,15.58,20,Yes,Yes,0,0,1121.76,7717.66
9489-UTFKA,76,Travis Afb,94535,38.265899,-121.939461,9,Offer E,22.4,23,No,Yes,16.58,0,179.2,714.57
9490-DFPMD,79,San Diego,92130,32.957195,-117.202542,0,None,9.53,17,No,Yes,0,0,400.26,3941.61
9492-TOKRI,55,Dinuba,93618,36.523619,-119.386868,0,None,13.65,5,No,Yes,0,0,245.7,1773.05
9494-BDNNC,36,Los Angeles,90025,34.046174,-118.446333,1,None,25.83,24,Yes,Yes,0,0,1704.78,7978.18
9494-MRNYX,22,Meadow Valley,95956,39.937017,-121.058043,0,None,17.98,26,No,Yes,0,0,179.8,966.1
9495-REDIY,56,Calexico,92231,32.690654,-115.431225,0,None,,18,No,Yes,0,0,0,970.55
9495-SKLKD,54,Marysville,95901,39.19514,-121.503883,1,None,22.31,19,Yes,Yes,0,0,1003.95,5460.6
9496-IVVRP,42,Lake Elsinore,92532,33.705836,-117.318204,8,None,44.84,57,No,No,0,60,493.24,1134.94
9497-QCMMS,73,San Diego,92117,32.825086,-117.199424,0,Offer E,30.17,6,No,Yes,0,0,30.17,123.72
9498-FIMXL,31,Oceanside,92054,33.351059,-117.420557,0,Offer E,31.02,,,,0,0,248.16,410.11
9499-XPZXM,45,Burnt Ranch,95527,40.854512,-123.450097,7,None,15.23,26,No,Yes,0,0,1096.56,5901.31
